CATEGORY;UNIT UPC;CASE UPC;DESCRIPTION;UNITS PER CASE;X;X;SELL PRICE PER UNIT;SELL PRICE PER CASE;No. OF CASES IN STOCK;NO. OF CASES ORDERED;SUBTOTAL;
HOUSEHOLD ITEMS;41598000027;4159800002;WEIMAN STAINLESS STEEL CLNR 12Z;6;1;6;$3,29;$19,74;26;;$0,00;
HOUSEHOLD ITEMS;11121000404;1112100040;WRIGHT'S COPPER POLISH 8 OZ    ;6;1;6;$2,70;$16,20;164;;$0,00;
HOUSEHOLD ITEMS;11121000282;1112100028;WRIGHT'S SILVER POLISH 7 OZ    ;6;1;6;$2,58;$15,48;42;;$0,00;
HOUSEWARES;60258352504;6025842364;BRITA SPACE SAVER SYSTEM       ;4;1;4;$16,87;$67,48;6;;$0,00;
HOUSEWARES;71160038998;7116003899;CORELLE LIVINGWARE DESSERT BOWL;6;1;6;$2,03;$12,18;4;;$0,00;
HOUSEWARES;70792010006;7079201000;F/Q ALUMINUM LINT TRAP         ;144;48;3;$0,58;$83,52;145;;$0,00;
HOUSEWARES;70792040652;7079204065;F/Q DECOR PLUNGER 4 INCH       ;12;1;12;$1,10;$13,20;35;;$0,00;
HOUSEWARES;70792305003;7079230500;F/Q FOAM BRUSH ASST            ;72;24;3;$0,80;$57,60;9;;$0,00;
HOUSEWARES;70792040461;7079204046;F/Q FORCE CUP 6 INCH  (PLUNGER);36;12;3;$1,03;$37,08;32;;$0,00;
HOUSEWARES;70792040430;7079204043;F/Q FORCE CUP PLUNGE 6 IN CS/12;12;1;12;$1,11;$13,32;154;;$0,00;
HOUSEWARES;70792040454;7079204045;F/Q FORCE CUP PLUNGER 1CT      ;12;1;12;$0,73;$8,76;144;;$0,00;
HOUSEWARES;70792203057;7079220305;F/Q HAMMER  8 OZ               ;48;12;4;$2,53;$121,44;16;;$0,00;
HOUSEWARES;70792201220;7079220122;F/Q HOBBY SCREWDRIVER 2 CT     ;36;12;3;$0,73;$26,28;68;;$0,00;
HOUSEWARES;70792040560;7079204056;F/Q HYDRO QUEEN                ;36;12;3;$1,59;$57,24;71;;$0,00;
HOUSEWARES;70792040508;7079204050;F/Q HYDRO QUEEN FORCE CUP PLNGE;12;1;12;$1,81;$21,72;224;;$0,00;
HOUSEWARES;70792502013;7079250201;F/Q MEDIUM NAILS ASSORTED      ;144;48;3;$0,57;$82,08;20;;$0,00;
HOUSEWARES;70792304006;7079230400;F/Q PAINT BRUSHES 1/2IN TO 2 IN;72;24;3;$0,74;$53,28;118;;$0,00;
HOUSEWARES;70792201107;7079220110;F/Q PHILLIPS SCREW DRIVER 1CT  ;36;12;3;$0,75;$27,00;35;;$0,00;
HOUSEWARES;70792105009;7079210500;F/Q PLASTIC DRAIN BASKET       ;72;24;3;$0,67;$48,24;6;;$0,00;
HOUSEWARES;70792201053;7079220105;F/Q SCREW DRIVER 4 INCH BLADE  ;36;12;3;$0,64;$23,04;12;;$0,00;
HOUSEWARES;70792502044;7079250204;F/Q SMALL SCREWS ASSORTED      ;144;48;3;$0,34;$48,96;39;;$0,00;
HOUSEWARES;70792105054;7079210505;F/Q STAINLESS STEEL DRAIN BSKT ;72;24;3;$0,94;$67,68;36;;$0,00;
HOUSEWARES;70792105306;7079210530;F/Q TUB STOPPER                ;144;48;3;$0,60;$86,40;1;;$0,00;
HOUSEWARES;70792205051;7079220505;F/Q UTILITY KNIFE              ;36;12;3;$1,33;$47,88;95;;$0,00;
HOUSEWARES;70792205068;7079220506;F/Q UTILITY KNIFE BLADES       ;72;24;3;$0,63;$45,36;16;;$0,00;
HOUSEWARES;70792202104;7079220210;H/H 6 INCH PLIERS #0210        ;36;12;3;$1,46;$52,56;17;;$0,00;
HOUSEWARES;70792502143;7079250214;H/H 8 INCH QUICK REL CABLE 1CT ;72;24;3;$0,82;$59,04;31;;$0,00;
HOUSEWARES;70792400203;7079240020;H/H BRASS PADLCK 1-1/2IN       ;72;24;3;$1,14;$82,08;4;;$0,00;
HOUSEWARES;70792502150;7079250215;H/H DRYWALL FASTNERS 4 CT    QQ;144;48;3;$0,58;$83,52;2;;$0,00;
HOUSEWARES;70792390016;7079239001;H/H DUST MASKS 5CT             ;72;24;3;$1,09;$78,48;11;;$0,00;
HOUSEWARES;70792123041;7079212304;H/H FELT GLIDES 8PK            ;72;24;3;$0,53;$38,16;47;;$0,00;
HOUSEWARES;70792123133;7079212313;H/H FLOOR KIT-SURFACE PROTECTOR;72;24;3;$1,52;$109,44;43;;$0,00;
HOUSEWARES;70792123058;7079212305;H/H GOLD FELT 1.25 IN          ;72;24;3;$0,53;$38,16;2;;$0,00;
HOUSEWARES;70792202050;7079220205;H/H NEEDLE NOSE PLIERS  1PK    ;36;12;3;$2,04;$73,44;5;;$0,00;
HOUSEWARES;70792503003;7079250300;H/H PICTURE HANGER SMALL       ;144;48;3;$0,55;$79,20;9;;$0,00;
HOUSEWARES;70792205037;7079220503;H/H SANP-OFF KNIFE 1CT         ;72;24;3;$0,52;$37,44;11;;$0,00;
HOUSEWARES;70792205013;7079220501;H/H SCRAPER BLADES             ;72;24;3;$0,78;$56,16;69;;$0,00;
HOUSEWARES;70792800010;7079280001;H/H SUPER GLUE 1CT             ;72;24;3;$0,39;$28,08;22;;$0,00;
HOUSEWARES;70792206003;7079220600;H/H TAPE MEASURE 12FT #0600    ;36;12;3;$1,69;$60,84;65;;$0,00;
HOUSEWARES;70792100004;7079210000;H/H ZIP-IT UNCLOGS DRAINS      ;36;1;36;$1,00;$36,00;121;;$0,00;
HOUSEWARES;43180631527;4318054180;POLORIZED TWIN OUTLET LT SCKT  ;25;5;5;$1,57;$39,25;12;;$0,00;
HOUSEWARES;71160173996;7116017399;PYREX 2 CUP ROUND STORAGE W/CVR;6;1;6;$2,61;$15,66;212;;$0,00;
HOUSEWARES;71160173989;7116017398;PYREX 4 CUP ROUND STORGAE W/CVR;4;1;4;$2,92;$11,68;377;;$0,00;
HOUSEWARES;71160173965;7116017396;PYREX 6 CUP RECTANG STRGE W/CVR;4;1;4;$3,84;$15,36;67;;$0,00;
HOUSEWARES;71160043077;7116004307;PYREX 6PC STORAGE VALUE PACK   ;2;1;2;$9,22;$18,44;24;;$0,00;
HOUSEWARES;71160055742;7116005574;PYREX 8 IN SQUARE / CLEAR      ;4;1;4;$4,48;$17,92;11;;$0,00;
HOUSEWARES;71160010727;7116001072;PYREX 8-CUP MEASURING CUP      ;4;1;4;$5,49;$21,96;5;;$0,00;
HOUSEWARES;71160010437;7116001043;PYREX CLEAR MIXING BOWL 4 QT   ;4;1;4;$4,11;$16,44;8;;$0,00;
HOUSEWARES;71160060609;7116006060;PYREX COOK SOLVE BAKEWARE W/LID;3;1;3;$6,47;$19,41;29;;$0,00;
HOUSEWARES;71160011427;7116001142;PYREX CUSTARD CUP 6 OZ         ;6;1;6;$4,95;$29,70;42;;$0,00;
HOUSEWARES;71160060586;7116006058;PYREX E-Z GRAB BAKEWARE W/LID  ;3;1;3;$6,99;$20,97;21;;$0,00;
HOUSEWARES;71160010741;7116001074;PYREX MEASURING CUP - 1 CUP    ;6;1;6;$2,19;$13,14;177;;$0,00;
HOUSEWARES;71160010765;7116001076;PYREX MEASURING CUP 1QT        ;6;1;6;$3,56;$21,36;2;;$0,00;
HOUSEWARES;71160032569;7116003256;PYREX MIX BOWL W/BLUE CVER 2.5Q;3;1;3;$5,13;$15,39;494;;$0,00;
HOUSEWARES;71160032576;7116003257;PYREX MIX BOWL W/RED COVER 4QT ;2;1;2;$6,60;$13,20;832;;$0,00;
HOUSEWARES;71160010178;7116001017;PYREX MIXING BOWL 1 QUART      ;4;1;4;$2,52;$10,08;34;;$0,00;
HOUSEWARES;71160010338;7116001033;PYREX MIXING BOWL 2.5 QUART    ;4;1;4;$2,78;$11,12;7;;$0,00;
HOUSEWARES;71160010017;7116001001;PYREX MIXING BOWL SET          ;2;1;2;$7,68;$15,36;26;;$0,00;
HOUSEWARES;71160032859;7116003285;PYREX STORAGE +2 CUP ROUND W/CV;6;1;6;$2,53;$15,18;246;;$0,00;
HOUSEWARES;71160042971;7116004297;PYREX STORAGE +4 CUP ROUND W/CV;4;1;4;$2,77;$11,08;1;;$0,00;
HOUSEWARES;71160032842;7116003284;PYREX STORAGE +6 CUP RECT W/CVR;4;1;4;$3,82;$15,28;388;;$0,00;
HOUSEWARES;71160042988;7116004298;PYREX STORAGE +7 CUP ROUND W/CV;4;1;4;$3,51;$14,04;202;;$0,00;
HOUSEWARES;71691405290;7169140529;RUBBERMAID 1.25 CUP EZ FND SQRE;8;1;8;$1,17;$9,36;338;;$0,00;
HOUSEWARES;71691158165;7169115816;RUBBERMAID 1.5 GAL FLEX/SEAL   ;4;1;4;$5,51;$22,04;64;;$0,00;
HOUSEWARES;71691429029;7169142902;RUBBERMAID 14OZ SIP BOTTLE 1PK ;8;1;8;$2,20;$17,60;60;;$0,00;
HOUSEWARES;71691309116;7169130911;RUBBERMAID 1QT MIXER MATE BTTLE;8;1;8;$1,54;$12,32;191;;$0,00;
HOUSEWARES;71691429043;7169142904;RUBBERMAID 20OZ CHUG BOTTLE 1PK;8;1;8;$2,32;$18,56;958;;$0,00;
HOUSEWARES;71691394044;7169139404;RUBBERMAID 3 OZ PREMIER CUPS   ;6;1;6;$3,04;$18,24;197;;$0,00;
HOUSEWARES;71691405320;7169140532;RUBBERMAID 5 CUP EZ FND LID SQR;6;1;6;$1,80;$10,80;294;;$0,00;
HOUSEWARES;71691405337;7169140533;RUBBERMAID 7 CUP EZ FND LID SQQ;6;1;6;$2,33;$13,98;90;;$0,00;
HOUSEWARES;71691235200;7169123520;RUBBERMAID CHUG BTLE 20 OZ     ;8;1;8;$1,75;$14,00;322;;$0,00;
HOUSEWARES;71691235187;7169123518;RUBBERMAID CHUGGABLE 32 OZ     ;8;1;8;$2,75;$22,00;288;;$0,00;
HOUSEWARES;71691405283;7169140528;RUBBERMAID E-Z FIND .5OZ-2PK   ;8;1;8;$1,55;$12,40;308;;$0,00;
HOUSEWARES;71691405375;7169140537;RUBBERMAID E-Z FIND 1.5 GAL    ;4;1;4;$5,93;$23,72;54;;$0,00;
HOUSEWARES;71691405368;7169140536;RUBBERMAID E-Z FIND 14 CUP     ;4;1;4;$4,04;$16,16;248;;$0,00;
HOUSEWARES;71691405306;7169140530;RUBBERMAID E-Z FIND 2 CUP      ;8;1;8;$1,15;$9,20;480;;$0,00;
HOUSEWARES;71691405313;7169140531;RUBBERMAID E-Z FIND 3 CUP      ;6;1;6;$1,47;$8,82;400;;$0,00;
HOUSEWARES;71691404941;7169140494;RUBBERMAID EZ FIND 6 CUP STRGE ;4;1;4;$3,63;$14,52;240;;$0,00;
HOUSEWARES;71691405344;7169140534;RUBBERMAID E-Z FIND 9 CUP      ;4;1;4;$2,87;$11,48;458;;$0,00;
HOUSEWARES;71691394051;7169139405;RUBBERMAID PREMIER SQUARE 5 CUP;6;1;6;$3,39;$20,34;530;;$0,00;
HOUSEWARES;71691404910;7169140491;RUBBERMAID PROD SAVER 14 CUP QQ;4;1;4;$4,25;$17,00;305;;$0,00;
HOUSEWARES;71691309314;7169130931;RUBBERMAID SERVE/SAVE BTTLE 1PT;8;1;8;$1,28;$10,24;976;;$0,00;
HOUSEWARES;71691235170;7169123517;RUBBERMAID SIP N SORT 1PK      ;8;1;8;$2,23;$17,84;207;;$0,00;
HOUSEWARES;71691413745;7169141374;RUBBERMAID SQRE STRGE BPA FREE ;6;1;6;$2,22;$13,32;113;;$0,00;
HOUSEWARES;71691309215;7169130921;RUBBERMAID SVR BOTTLE 2 QT  QQ ;6;1;6;$2,49;$14,94;184;;$0,00;
HOUSEWARES;70896590619;7089659061;W/E 13X9 CAKE PAN              ;6;1;6;$3,14;$18,84;84;;$0,00;
HOUSEWARES;70896590572;7089659057;W/E 8IN ROUND PAN              ;6;1;6;$2,38;$14,28;40;;$0,00;
HOUSEWARES;70896590589;7089659058;W/E 9IN ROUND PAN              ;6;1;6;$2,67;$16,02;117;;$0,00;
HOUSEWARES;70896590602;7089659060;W/E BROWNIE PAN 11.7 IN        ;6;1;6;$2,62;$15,72;107;;$0,00;
HOUSEWARES;70896560605;7089656060;W/E CAKE PAN OBLONG 13X9X2 IN  ;6;1;6;$4,85;$29,10;30;;$0,00;
HOUSEWARES;70896560599;7089656059;W/E CAKE PAN ROUND 9 X 1.5 IN  ;6;1;6;$3,68;$22,08;55;;$0,00;
HOUSEWARES;70896560612;7089656061;W/E CAKE PAN SQUARE 8X8X2 IN   ;6;1;6;$3,77;$22,62;84;;$0,00;
HOUSEWARES;70896590756;7089659075;W/E COOKIE PAN 3PC SET         ;4;1;4;$7,60;$30,40;31;;$0,00;
HOUSEWARES;70896257956;7089625795;W/E COOKIE PAN LARGE 17.25X1 IN;6;1;6;$5,08;$30,48;4;;$0,00;
HOUSEWARES;70896590626;7089659062;W/E COVERED CAKE PAN 13X9      ;4;1;4;$4,73;$18,92;114;;$0,00;
HOUSEWARES;70896215512;7089621551;W/E DECORATING SET  9PC        ;3;1;3;$4,83;$14,49;138;;$0,00;
HOUSEWARES;70896405654;7089640565;W/E DONUT PAN 6-CAVITY         ;3;1;3;$5,54;$16,62;150;;$0,00;
HOUSEWARES;70896590558;7089659055;W/E JUMBO MUFFIN PAN 6CUP      ;6;1;6;$3,70;$22,20;64;;$0,00;
HOUSEWARES;70896590688;7089659068;W/E LARGE COOKIE PAN 17X11     ;6;1;6;$3,86;$23,16;55;;$0,00;
HOUSEWARES;70896590510;7089659051;W/E LARGE LOAF PAN             ;6;1;6;$3,00;$18,00;90;;$0,00;
HOUSEWARES;70896258069;7089625806;W/E LOAF PAN 9.25X5.25 1 CT    ;6;1;6;$4,11;$24,66;44;;$0,00;
HOUSEWARES;70896590671;7089659067;W/E MED COOKIE PAN 15X10       ;6;1;6;$3,19;$19,14;174;;$0,00;
HOUSEWARES;70896590503;7089659050;W/E MEDIUM LOAF PAN            ;6;1;6;$2,64;$15,84;189;;$0,00;
HOUSEWARES;70896219145;7089621914;W/E MINI MUFFIN PAN 24CUP      ;6;1;6;$5,48;$32,88;201;;$0,00;
HOUSEWARES;70896590596;7089659059;W/E PIE PAN 9IN                ;6;1;6;$2,19;$13,14;32;;$0,00;
HOUSEWARES;70896590695;7089659069;W/E PIZZA PAN 12.25 IN         ;6;1;6;$3,71;$22,26;16;;$0,00;
HOUSEWARES;70896590718;7089659071;W/E PIZZA PAN 14.25 IN         ;3;1;3;$4,34;$13,02;66;;$0,00;
HOUSEWARES;70896258045;7089625804;W/E PIZZA PAN 14.25 X 6.25     ;6;1;6;$5,72;$34,32;68;;$0,00;
HOUSEWARES;70896590541;7089659054;W/E REG MUFFIN PAN 12CT        ;6;1;6;$3,71;$22,26;118;;$0,00;
HOUSEWARES;70896590855;7089659085;W/E ROUND PAN SET 9IN - 2PC    ;4;1;4;$4,56;$18,24;48;;$0,00;
HOUSEWARES;70896590664;7089659066;W/E SMALL COOKIE PAN 13X9      ;6;1;6;$2,19;$13,14;254;;$0,00;
HOUSEWARES;70896590817;7089659081;W/E SPRINGFORM PAN             ;4;1;4;$6,60;$26,40;140;;$0,00;
HOUSEWARES;70896590848;7089659084;W/E TUBE PAN 9.7IN             ;4;1;4;$6,51;$26,04;180;;$0,00;
INSECTICIDES;44224012807;4422401280;AFTER BITE FOR KIDS .7OZ (CS-12;12;3;4;$2,22;$26,64;504;;$0,00;
INSECTICIDES;23400519620;2340051962;COMBAT PLUS QUICK KILL SM RCH12;12;1;12;$5,45;$65,40;50;;$0,00;
INSECTICIDES;23400519101;2340051910;COMBAT QUICK KILL SM RCH 12CT  ;12;1;12;$5,42;$65,04;33;;$0,00;
INSECTICIDES;23400519606;2340051960;COMBAT ROACH KILLING GEL 60GM  ;12;1;12;$4,72;$56,64;276;;$0,00;
INSECTICIDES;23400419104;2340041910;COMBAT SOURCE KILL SMALL RCH 12;12;1;12;$3,87;$46,44;144;;$0,00;
INSECTICIDES;71121540553;7112154055;CUTTER 6OZ ALL FAMILY AEROSOL  ;12;1;12;$3,17;$38,04;66;;$0,00;
INSECTICIDES;71121962805;7112196280;CUTTER BACKWOODS UNSC 6OZ AERO ;12;1;12;$3,21;$38,52;59;;$0,00;
INSECTICIDES;16500540106;1650054010;CUTTER SKIN. PUMP 6OZ          ;12;1;12;$2,87;$34,44;12;;$0,00;
INSECTICIDES;16500510208;1650051020;CUTTER UNSC. 6OZ AERO BUG SPRAY;12;1;12;$2,77;$33,24;118;;$0,00;
INSECTICIDES;19200783576;1920082043;D-CON NO VIEW/NO TOUCH TRAP 2CT;8;1;8;$3,21;$25,68;788;;$0,00;
INSECTICIDES;41163273870;4116327387;HOMELIFE BRAND 4PK ANT/BAIT STA;24;1;24;$0,87;$20,88;148;;$0,00;
INSECTICIDES;71121961143;7112196114;HOT SHOT BEDBUG KILLER 17.5OZ  ;12;1;12;$4,65;$55,80;333;;$0,00;
INSECTICIDES;42100054163;4210005416;HOT SHOT FLYING INSECT 15Z     ;12;1;12;$2,74;$32,88;44;;$0,00;
INSECTICIDES;42100009002;4210000900;HOT SHOT WASP&HORNET PLS 14OZ  ;12;1;12;$2,81;$33,72;90;;$0,00;
INSECTICIDES;46500618512;4650061851;OFF DEEP WOODS AERO SPORT 6 OZ ;12;1;12;$4,55;$54,60;394;;$0,00;
INSECTICIDES;46500018428;4650001842;OFF DEEP WOODS AEROSOL 6OZ     ;12;1;12;$4,00;$48,00;626;;$0,00;
INSECTICIDES;46500018107;4650001810;OFF! 6-OZ AEROSOL ACTIVE       ;12;1;12;$3,90;$46,80;435;;$0,00;
INSECTICIDES;46500018350;4650001835;OFF! FAMILY CARE SPRAY 6OZ UNSC;12;1;12;$4,23;$50,76;187;;$0,00;
INSECTICIDES;72477980208;7247798020;PIC FLY SWATTERS 4 NEON COLORS ;24;1;24;$0,31;$7,44;78;;$0,00;
INSECTICIDES;72477980123;7247798012;PIC ROACH PRISON GLUE TRAP 2PK ;12;1;12;$0,72;$8,64;45;;$0,00;
INSECTICIDES;46500164798;4650016479;RAID ANT&ROACH LEMON   17.5 OZ ;12;1;12;$3,05;$36,60;542;;$0,00;
INSECTICIDES;46500216138;4650021613;RAID ANT/RCH OUTDOOR FRSH 17.5Z;12;1;12;$3,09;$37,08;342;;$0,00;
INSECTICIDES;46500117176;4650011717;RAID ANT/RCH UNSCENTED 17.5 OZ ;12;1;12;$3,05;$36,60;542;;$0,00;
INSECTICIDES;72477986125;7247798612;RAID CLOTHING MOTH TRAP 2PK    ;12;2;6;$3,94;$47,28;6;;$0,00;
LAUNDRY PRODUCTS;33200140207;3320014020;A&H DRY SHEET CLEAN BRST 20 CT ;12;1;12;$0,80;$9,60;217;;$0,00;
LAUNDRY PRODUCTS;33200140306;3320014031;A&H DRY SHEET CLEAN BRST 40 CT ;12;1;12;$1,35;$16,20;214;;$0,00;
LAUNDRY PRODUCTS;33200142201;3320014220;A&H DRY SHEET TROP BURST 20 CT ;12;1;12;$0,82;$9,84;735;;$0,00;
LAUNDRY PRODUCTS;33200099918;3320009991;A&H LIQ 2X CONC DYE FREE 50 OZ.;8;1;8;$3,20;$25,60;201;;$0,00;
LAUNDRY PRODUCTS;37000800705;3700034087;BOUNCE FREE SHEETS  80CT 9/CS  ;9;1;9;$3,67;$33,03;352;;$0,00;
LAUNDRY PRODUCTS;37000800491;3700080049;BOUNCE SHEETS OUTDOOR FRSH 40CT;12;1;12;$2,09;$25,08;490;;$0,00;
LAUNDRY PRODUCTS;44600301853;4460030185;CLOROX 2 LIQ FRSH MEDW CONST 45;6;1;6;$3,00;$18,00;513;;$0,00;
LAUNDRY PRODUCTS;44600300511;4460030051;CLOROX 2 LIQ LAVEN CENCENT 45.4;6;1;6;$3,86;$23,16;82;;$0,00;
LAUNDRY PRODUCTS;44600300382;4460030038;CLOROX 2 LIQ REG CONC 45.4 OZ  ;6;1;6;$3,78;$22,68;513;;$0,00;
LAUNDRY PRODUCTS;44600300375;4460030037;CLOROX 2 LIQ REG CONCENT 33OZ  ;6;1;6;$4,51;$27,06;674;;$0,00;
LAUNDRY PRODUCTS;37000890034;3700089003;DOWNEY UNSTOPPABLES 19.5Z DREAM;6;1;6;$6,24;$37,44;19;;$0,00;
LAUNDRY PRODUCTS;37000106135;3700020930;DOWNY LIQ 19 OZ APRIL FRESH    ;6;1;6;$2,40;$14,40;780;;$0,00;
LAUNDRY PRODUCTS;37000357629;3700035762;DOWNY LIQ 51 OZ APRIL FRESH    ;8;1;8;$4,52;$36,16;20;;$0,00;
LAUNDRY PRODUCTS;37000804536;3700080453;DOWNY UNSTOPABLES 13.2OZ FRESH ;6;1;6;$5,20;$31,20;489;;$0,00;
LAUNDRY PRODUCTS;37000889892;3700088989;DOWNY UNSTOPABLES DREAMS 9.7OZ ;6;1;6;$3,56;$21,36;257;;$0,00;
LAUNDRY PRODUCTS;37000867494;3700086749;GAIN FLINGS 14CT MOONLITE BRZE ;6;1;6;$4,09;$24,54;233;;$0,00;
LAUNDRY PRODUCTS;37000867487;3700086748;GAIN FLINGS 14CT ORIGINAL 12OZ ;6;1;6;$4,14;$24,84;498;;$0,00;
LAUNDRY PRODUCTS;37000007418;3700000741;GAIN FLINGS 57CT ORIGINAL      ;4;1;4;$12,48;$49,92;50;;$0,00;
LAUNDRY PRODUCTS;37000867500;3700086750;GAIN FLINGS ORIG 16CT          ;6;1;6;$4,30;$25,80;10;;$0,00;
LAUNDRY PRODUCTS;37000127864;3700012786;GAIN LIQ 100 OZ ORIG           ;4;1;4;$10,64;$42,56;288;;$0,00;
LAUNDRY PRODUCTS;757037512449;75703751244;OXICLEAN MAX FORCE SPRAY 12 OZ ;12;1;12;$2,92;$35,04;112;;$0,00;
LAUNDRY PRODUCTS;757037516935;75703751696;OXICLEAN STAIN REMOVR 21.5 OZ  ;8;1;8;$2,91;$23,28;169;;$0,00;
LAUNDRY PRODUCTS;35000462817;3500046281;PALM DIS LIQ 25OZ LOTUS LAVNDR ;12;1;12;$2,34;$28,08;159;;$0,00;
LAUNDRY PRODUCTS;35000462824;3500046282;PALM DISH LIQ 25OZ OCEAN SURFQQ;12;1;12;$2,44;$29,28;69;;$0,00;
LAUNDRY PRODUCTS;35000472762;3500047276;PALM DISH LIQ ULTRA 25OZ COCONT;12;1;12;$2,41;$28,92;3;;$0,00;
LAUNDRY PRODUCTS;35000462800;3500046280;PALM DISH LIQ ULTRA 25OZ PLUM  ;12;1;12;$2,31;$27,72;114;;$0,00;
LAUNDRY PRODUCTS;24200060572;2420006057;PUREX LINEN 50 OZ  2X          ;6;1;6;$2,83;$16,98;83;;$0,00;
LAUNDRY PRODUCTS;24200999414;2420099942;PUREX U/C NATURL MRN BRST 43.5Z;6;1;6;$3,25;$19,50;335;;$0,00;
LAUNDRY PRODUCTS;24200047849;2420004784;PUREX ULTRA CONC MNTN 50 OZ    ;6;1;6;$2,93;$17,58;656;;$0,00;
LAUNDRY PRODUCTS;24200047887;2420004788;PUREX UTRA CONC PURE N CLR 50OZ;6;1;6;$2,88;$17,28;84;;$0,00;
LAUNDRY PRODUCTS;21200471865;2120046744;SCOTCHBRITE SCOUR PAD 3PK      ;24;1;24;$1,43;$34,32;612;;$0,00;
LAUNDRY PRODUCTS;62338002309;6233800230;SPRAY N WASH TRIGGER  22 OZ    ;12;1;12;$2,41;$28,92;26;;$0,00;
LAUNDRY PRODUCTS;37000830849;3700083084;TIDE  10CT BOOST VIV WHT/BLCH Q;4;1;4;$2,19;$8,76;76;;$0,00;
LAUNDRY PRODUCTS;37000213178;3700021317;TIDE  14OZ PWD STAIN RLSE SMALL;6;1;6;$1,62;$9,72;312;;$0,00;
LAUNDRY PRODUCTS;37000138754;3700013875;TIDE  25 OZ LIQ 2X ORIGINAL    ;6;1;6;$4,63;$27,78;1496;;$0,00;
LAUNDRY PRODUCTS;37000903918;3700090391;TIDE  25OZ LIQUID CLN/FRESH    ;6;1;6;$3,51;$21,06;69;;$0,00;
LAUNDRY PRODUCTS;37000138990;3700013899;TIDE  50 OZ LIQ  MTN SPRING    ;6;1;6;$7,44;$44,64;414;;$0,00;
LAUNDRY PRODUCTS;37000138785;3700013878;TIDE  50 OZ LIQ  ORIGINAL      ;6;1;6;$7,96;$47,76;292;;$0,00;
LAUNDRY PRODUCTS;37000137474;3700013747;TIDE  50 OZ LIQ CLEAN BREEZE   ;6;1;6;$7,44;$44,64;414;;$0,00;
LAUNDRY PRODUCTS;37000875468;3700087546;TIDE  92OZ LIQ 2X ORIG W/BLEACH;4;1;4;$12,61;$50,44;27;;$0,00;
LAUNDRY PRODUCTS;37000849919;3700084991;TIDE  95OZ ULT PWD ORIG 68 LOAD;3;1;3;$13,58;$40,74;415;;$0,00;
LAUNDRY PRODUCTS;37000018704;3700001870;TIDE  TO GO STICK 1 CT      CS6;6;1;6;$2,41;$14,46;2349;;$0,00;
LAUNDRY PRODUCTS;37000138822;3700013882;TIDE 100 OZ LIQ  ORIGINAL      ;4;1;4;$13,87;$55,48;109;;$0,00;
LAUNDRY PRODUCTS;37000138907;3700013890;TIDE 100 OZ LIQ FREE&GENTLE    ;4;1;4;$12,46;$49,84;72;;$0,00;
LAUNDRY PRODUCTS;37000088868;3700008886;TIDE 100 OZ LIQ HE ORIG SCENT  ;4;1;4;$13,98;$55,92;47;;$0,00;
LAUNDRY PRODUCTS;37000088851;3700008885;TIDE 100 OZ LIQ HE UNSCENTED   ;4;1;4;$13,07;$52,28;76;;$0,00;
LAUNDRY PRODUCTS;37000230649;3700023064;TIDE 150 OZ LIQ 2X ORIG 96 LDS ;4;1;4;$20,21;$80,84;160;;$0,00;
LAUNDRY PRODUCTS;37000277828;3700027782;TIDE 20 OZ PWDR ULT ORIG SCNT  ;15;1;15;$4,34;$65,10;315;;$0,00;
LAUNDRY PRODUCTS;37000209690;3700021637;TIDE WASHING MACHINE CLNR 3 CT ;6;1;6;$5,27;$31,62;92;;$0,00;
LAUNDRY PRODUCTS;62338779409;6233877940;WOOLITE  ORIGINAL  50 OZ       ;6;1;6;$6,25;$37,50;493;;$0,00;
LAUNDRY PRODUCTS;62338769745;6233876974;WOOLITE DARK FABRIC WASH 50 OZ ;6;1;6;$6,48;$38,88;493;;$0,00;
LAUNDRY PRODUCTS;62338831343;6233883134;WOOLITE DUAL FORMULA 100 OZ    ;4;1;4;$11,21;$44,84;68;;$0,00;
LAUNDRY PRODUCTS;62338061306;6233806130;WOOLITE LIQUID   16 OZ         ;12;1;12;$3,90;$46,80;135;;$0,00;
LAXATIVES;681421021012;68142102101;DULCOLAX SUPP 10 MG 4'S        ;36;6;6;$4,23;$152,28;56;;$0,00;
LAXATIVES;300670003081;30067000308;EXLAX REG. STR. PILLS       8'S;36;12;3;$2,02;$72,72;36;;$0,00;
LAXATIVES;301320201406;30132020140;FLEET ENEMA ADULT 4.5 OZ       ;48;4;12;$1,28;$61,44;9;;$0,00;
LAXATIVES;301320190120;30132019083;FLEET PEDIA-LAX LIQ GLYC SUPP 6;24;8;3;$4,95;$118,80;2;;$0,00;
LAXATIVES;302190104002;219010400;HUMPHREYS DIARREAH TABS 135 CT ;144;12;12;$2,46;$354,24;5;;$0,00;
LAXATIVES;300450134448;30045013444;IMODIUM A-D CHILDRENS LIQ 4 OZ ;36;12;3;$5,50;$198,00;28;;$0,00;
LAXATIVES;300450134042;30045013404;IMODIUM A-D LIQ 4 OZ           ;36;12;3;$5,35;$192,60;53;;$0,00;
LAXATIVES;37000405146;3700040514;METAMUCIL CAPS 100 BOTTLE      ;12;4;3;$9,22;$110,64;142;;$0,00;
LAXATIVES;37000405115;3700040511;METAMUCIL CAPS 160CT BOTTLE    ;12;4;3;$14,62;$175,44;279;;$0,00;
