CATEGORY;UNIT UPC;CASE UPC;DESCRIPTION;UNITS PER CASE;X;X;SELL PRICE PER UNIT;SELL PRICE PER CASE;No. OF CASES IN STOCK;NO. OF CASES ORDERED;SUBTOTAL;
BABY NEEDS & DIAPERS;381370032625;38137003262;JJ BABY BAR SOAP 3OZ           ;24;4;6;$1,67;$40,08;379;;$0,00;
BABY NEEDS & DIAPERS;381370032106;38137116402;JJ BABY BEDTIME BATH  9 OZ     ;24;8;3;$3,99;$95,76;14;;$0,00;
BABY NEEDS & DIAPERS;381370032113;38137002650;JJ BABY BEDTIME BATH 15OZ      ;24;4;6;$4,44;$106,56;206;;$0,00;
BABY NEEDS & DIAPERS;381370035039;38137003503;JJ BABY BEDTIME LOTION  9 OZ   ;24;4;6;$3,45;$82,80;62;;$0,00;
BABY NEEDS & DIAPERS;381370035268;38137003526;JJ BABY BEDTIME LOTION 15 OZ   ;12;2;6;$5,10;$61,20;133;;$0,00;
BABY NEEDS & DIAPERS;381371029730;38137102973;JJ BABY BEDTME BBL BTH&WSH 3 OZ;48;8;6;$0,73;$35,04;98;;$0,00;
BABY NEEDS & DIAPERS;381370030447;38137003044;JJ BABY CORNSTARCH  4 OZ  #3044;48;8;6;$1,45;$69,60;143;;$0,00;
BABY NEEDS & DIAPERS;381370030591;38137002666;JJ BABY CORNSTARCH 22 OZ  #3059;18;3;6;$5,10;$91,80;275;;$0,00;
BABY NEEDS & DIAPERS;381370029939;38137002993;JJ BABY CREAM PINK 8 OZ        ;24;4;6;$3,98;$95,52;9;;$0,00;
BABY NEEDS & DIAPERS;381370030584;38137003058;JJ BABY CRNSTRCH W/ALOE 15 OZ  ;24;4;6;$3,98;$95,52;48;;$0,00;
BABY NEEDS & DIAPERS;381370035138;38137003513;JJ BABY LOTION  9 OZ      #3513;24;4;6;$2,52;$60,48;28;;$0,00;
BABY NEEDS & DIAPERS;381371020164;38137102016;JJ BABY LOTION 11 OZ           ;24;4;6;$2,19;$52,56;123;;$0,00;
BABY NEEDS & DIAPERS;381370035176;38137003517;JJ BABY LOTION 15 OZ      #3517;12;2;6;$4,00;$48,00;353;;$0,00;
BABY NEEDS & DIAPERS;381370035572;38137002448;JJ BABY LOTION 15 OZ ALOE/VIT-E;24;4;6;$4,01;$96,24;54;;$0,00;
BABY NEEDS & DIAPERS;381371027965;38137102796;JJ BABY NATURAL SHAMP 10 OZ    ;12;4;3;$4,49;$53,88;23;;$0,00;
BABY NEEDS & DIAPERS;381371027972;38137102797;JJ BABY NATURALS BABY LOT 9 OZ ;12;4;3;$4,45;$53,40;210;;$0,00;
BABY NEEDS & DIAPERS;381370033141;38137003314;JJ BABY OIL 14 OZ         #3314;24;4;6;$3,57;$85,68;262;;$0,00;
BABY NEEDS & DIAPERS;381370033325;38137003332;JJ BABY OIL 14 OZ ALOE/VIT-E   ;24;4;6;$3,49;$83,76;138;;$0,00;
BABY NEEDS & DIAPERS;381371024834;38137102483;JJ BABY OIL 14OZ COCOA/SHEA BTR;24;4;6;$3,54;$84,96;156;;$0,00;
BABY NEEDS & DIAPERS;381370033202;38137001169;JJ BABY OIL 20 OZ         #3320;18;3;6;$4,54;$81,72;275;;$0,00;
BABY NEEDS & DIAPERS;381370033394;38137002450;JJ BABY OIL 20 OZ ALOE/VIT-E   ;18;3;6;$4,49;$80,82;275;;$0,00;
BABY NEEDS & DIAPERS;381370041702;38137004170;JJ BABY OIL 3 OZ               ;48;6;8;$1,69;$81,12;61;;$0,00;
BABY NEEDS & DIAPERS;381370032960;38137003296;JJ BABY OIL ALOE GEL  6.5 OZ   ;24;4;6;$3,41;$81,84;262;;$0,00;
BABY NEEDS & DIAPERS;381371020652;38137102065;JJ BABY OIL GEL 6.5OZ SHEA&COCA;24;4;6;$3,50;$84,00;38;;$0,00;
BABY NEEDS & DIAPERS;381370012580;38137001258;JJ BABY OIL ORIG GEL 6.5 OZ    ;24;4;6;$3,54;$84,96;175;;$0,00;
BABY NEEDS & DIAPERS;381370030010;38137003001;JJ BABY POWDER  1.5 OZ         ;96;8;12;$0,85;$81,60;274;;$0,00;
BABY NEEDS & DIAPERS;381370030119;38137003011;JJ BABY POWDER  4 OZ           ;48;8;6;$1,52;$72,96;266;;$0,00;
BABY NEEDS & DIAPERS;381370030218;38137003021;JJ BABY POWDER  9 OZ      #3021;48;8;6;$2,80;$134,40;40;;$0,00;
BABY NEEDS & DIAPERS;381370030164;38137003016;JJ BABY POWDER 15 OZ      #3016;24;4;6;$3,61;$86,64;262;;$0,00;
BABY NEEDS & DIAPERS;381370030171;38137003017;JJ BABY POWDER 15 OZ LAV & CHAM;24;4;6;$4,05;$97,20;8;;$0,00;
BABY NEEDS & DIAPERS;381370030140;38137002665;JJ BABY POWDER 22 OZ           ;18;3;6;$4,20;$75,60;242;;$0,00;
BABY NEEDS & DIAPERS;381370030430;38137002667;JJ BABY POWDER 22 OZ LAV & CHAM;18;3;6;$5,02;$90,36;121;;$0,00;
BABY NEEDS & DIAPERS;381370030720;38137003072;JJ BABY POWDER MED 15 OZ       ;24;4;6;$4,07;$97,68;66;;$0,00;
BABY NEEDS & DIAPERS;381371030040;38137103004;JJ BABY SHAMPOO 3 OZ           ;48;8;6;$1,52;$72,96;60;;$0,00;
BABY NEEDS & DIAPERS;381370037187;38137003718;JJ BABY SHMP  7OZ              ;24;4;6;$2,49;$59,76;117;;$0,00;
BABY NEEDS & DIAPERS;381370037248;38137002646;JJ BABY SHMP 15 OZ             ;24;4;6;$3,98;$95,52;45;;$0,00;
BABY NEEDS & DIAPERS;381370016694;38137001669;JJ BABY SHMP 15OZ+25% LAVD 20OZ;12;4;3;$3,20;$38,40;524;;$0,00;
BABY NEEDS & DIAPERS;381370037408;38137004136;JJ BABY SHMP 20 OZ             ;18;3;6;$5,06;$91,08;115;;$0,00;
BABY NEEDS & DIAPERS;381370037477;38137002649;JJ BABY SHMP W/LAVENDER 15 OZ  ;24;4;6;$3,98;$95,52;1;;$0,00;
BABY NEEDS & DIAPERS;381370040231;38137004023;JJ BABY WASH 15 OZ VAN/OATMEAL ;24;4;6;$3,97;$95,28;44;;$0,00;
BABY NEEDS & DIAPERS;381370032373;38137003237;JJ BABY WASH HEAD2TOE  15 OZ   ;12;2;6;$3,98;$47,76;41;;$0,00;
BABY NEEDS & DIAPERS;381370028215;38137002821;JJ BUDDIE NO MORE TNG SPY 8OZQ ;24;4;6;$2,96;$71,04;228;;$0,00;
BABY NEEDS & DIAPERS;885131025432;88513102543;NUK ORTHODONTIC SZ3 2PK LATEX  ;24;6;4;$3,17;$76,08;30;;$0,00;
BABY NEEDS & DIAPERS;78300054573;7830055457;PLYTX DISP BOTTLES 50'S 4 OZ QQ;72;6;12;$0,81;$58,32;178;;$0,00;
BABY NEEDS & DIAPERS;78300055440;7830005544;PLYTX DROP-INS 100 CT LINR 8 OZ;12;6;2;$5,79;$69,48;62;;$0,00;
BABY NEEDS & DIAPERS;78300011736;7830001173;PRECISION FLO NIPL WDE-MTH FAST;24;6;4;$1,17;$28,08;52;;$0,00;
BABY NEEDS & DIAPERS;78300011743;7830001174;PRECISION FLO NIPL WDE-MTH SLOW;24;6;4;$1,45;$34,80;72;;$0,00;
BABY NEEDS & DIAPERS;74887625304;7488762530;PUDGIES 72CT BABY WIPES UNSCNT ;12;1;12;$0,58;$6,96;202;;$0,00;
BABY NEEDS & DIAPERS;893022001564;9302200100;ULTRA SLEEK 80 CT WIPES BLUE   ;24;1;24;$0,74;$17,76;625;;$0,00;
BABY NEEDS & DIAPERS;893022015714;89302200112;ULTRA SLEEK 80CT WIPES PINK    ;24;1;24;$0,74;$17,76;632;;$0,00;
BABY NEEDS & DIAPERS;76828047022;7682804702;WET ONES 15'S ANTIBACTERIAL    ;12;1;12;$0,95;$11,40;1976;;$0,00;
BABY NEEDS & DIAPERS;76828047039;7682804703;WET ONES 40'S ANTI BACTERIAL   ;12;1;12;$1,90;$22,80;225;;$0,00;
BABY NEEDS & DIAPERS;76828046728;7682804672;WET ONES 40'S CITRUS SCENT     ;12;1;12;$1,77;$21,24;649;;$0,00;
BABY NEEDS & DIAPERS;76828046704;7682804670;WET ONES 40'S SENSITIVE        ;12;1;12;$1,97;$23,64;130;;$0,00;
BABY NEEDS & DIAPERS;76828047213;7682804721;WET ONES SINGLES 24CT VIT-E/ALO;10;1;10;$1,98;$19,80;13;;$0,00;
BATH PREPS;381371163175;38137116317;J&J 6317 ADH FROZEN ASST 20CT  ;24;4;6;$2,29;$54,96;404;;$0,00;
BATH PREPS;309979845507;30997984550;JEAN NATE 30 OZ SPLASH  (BOXED);4;1;4;$9,49;$37,96;531;;$0,00;
BATH PREPS;309979843992;30997984399;JEAN NATE AFT/BATH SPLASH 15 OZ;24;8;3;$5,17;$124,08;123;;$0,00;
BATH PREPS;735303290178;73530329017;MR.BUBBLE LIQ 16OZ NEW FORMULA ;6;1;6;$1,87;$11,22;1609;;$0,00;
BATH PREPS;70501618301;7050161830;NEUT #1830 BODY OIL 8.5 OZ FF  ;24;4;6;$7,51;$180,24;68;;$0,00;
BATH PREPS;70501610305;7050161030;NEUT #6103 RAINBTH GEL 8.5 OZ  ;24;4;6;$4,43;$106,32;167;;$0,00;
BATH PREPS;778010951444;78010951440;PERTH SHOWER GEL RASPBERRY 8 OZ;12;1;12;$0,64;$7,68;392;;$0,00;
BATH PREPS;778010951451;78010951450;PERTH SHOWER GEL VANILLA 8 OZ  ;12;1;12;$0,58;$6,96;505;;$0,00;
BATTERIES ;41333740645;4133374064;DURA AAA'S 16S   SUPER PACK    ;12;1;12;$7,95;$95,40;304;;$0,00;
BATTERIES ;41333704647;4133392948;DURA AA'S 16S  SUPER PACK      ;12;3;4;$7,63;$91,56;132;;$0,00;
BATTERIES ;41333116013;4133309361;DURA ALK 9 VT BX 1 PK MN1604B1Z;48;4;12;$2,59;$124,32;305;;$0,00;
BATTERIES ;41333216010;4133303961;DURA ALK 9 VT BX 2 PK MN1604B2Z;48;4;12;$4,74;$227,52;147;;$0,00;
BATTERIES ;41333048642;4133300067;DURA ALK AA 10 PK MN15B10ZSS   ;48;6;8;$4,95;$237,60;16;;$0,00;
BATTERIES ;41333215013;4133309261;DURA ALK AA 2PK MN1500B2Z U.S. ;56;4;14;$1,25;$70,00;384;;$0,00;
BATTERIES ;41333415017;4133303561;DURA ALK AA 4PK MN1500B4Z U.S. ;56;4;14;$2,38;$133,28;768;;$0,00;
BATTERIES ;41333825014;4133303761;DURA ALK AA 8PK MN1500B8Z U.S  ;48;6;8;$4,56;$218,88;356;;$0,00;
BATTERIES ;41333170640;4133317064;DURA ALK AAA 10 PK MN24B10ZSS  ;40;4;10;$5,03;$201,20;73;;$0,00;
BATTERIES ;41333224015;4133315261;DURA ALK AAA 2PK MN2400B2Z U.S.;54;3;18;$1,43;$77,22;246;;$0,00;
BATTERIES ;41333424019;4133304061;DURA ALK AAA 4PK MN2400B4Z U.S.;54;3;18;$2,34;$126,36;398;;$0,00;
BATTERIES ;41333214016;4133309161;DURA ALK C 2PK MN1400B2Z U.S.  ;48;6;8;$2,37;$113,76;419;;$0,00;
BATTERIES ;41333440019;4133313848;DURA ALK C 4PK        MN1400R4Z;18;6;3;$4,87;$87,66;238;;$0,00;
BATTERIES ;41333213019;4133309061;DURA ALK D 2PK MN1300B2Z U.S.  ;48;8;6;$2,26;$108,48;879;;$0,00;
BATTERIES ;41333430010;4133303361;DURA ALK D 4PK        MN1300R4Z;12;6;2;$4,98;$59,76;545;;$0,00;
BATTERIES ;41333662251;4133366282;DURA QUANTUM AA 8PK            ;48;6;8;$5,24;$251,52;64;;$0,00;
BATTERIES ;39800011633;3980001163;EVEREADY #1209 6V BATTERY      ;12;1;12;$2,63;$31,56;69;;$0,00;
BATTERIES ;39800110091;3980011009;EVEREADY #A23BP2-2 ELECTIC 2PK ;72;12;6;$1,37;$98,64;11;;$0,00;
BATTERIES ;39800088635;3980008863;EVEREADY #EC2032BP 3V WATCH    ;72;12;6;$0,82;$59,04;68;;$0,00;
BATTERIES ;39800088628;3980008223;EVEREADY #ECR2025BP 3V WTCH    ;72;12;6;$0,84;$60,48;4;;$0,00;
BATTERIES ;39800034083;3980007917;EVEREADY #L91BP2 AA2S U/LITHIUM;24;4;6;$3,21;$77,04;88;;$0,00;
BATTERIES ;39800017932;3980007918;EVEREADY #L91BP4 AA4S U/LITHIUM;24;4;6;$5,90;$141,60;139;;$0,00;
BATTERIES ;39800055286;3980011292;EVEREADY A/LITH  AAA 4S A92BP-4;24;4;6;$5,21;$125,04;148;;$0,00;
BATTERIES ;39800055248;3980011291;EVEREADY A/LITHIUM AA4S A91BP-4;24;4;6;$5,22;$125,28;120;;$0,00;
BATTERIES ;39800055262;3980011286;EVEREADY A/LITHIUM AA8S A91BP-8;12;3;4;$10,24;$122,88;146;;$0,00;
BATTERIES ;39800013613;3980001361;EVEREADY ENRGZR 9V #522BP      ;48;4;12;$1,65;$79,20;131;;$0,00;
BATTERIES ;39800036780;3980003678;EVEREADY ENRGZR 9V 2'S #522BP2 ;48;4;12;$3,90;$187,20;53;;$0,00;
BATTERIES ;39800011329;3980001132;EVEREADY ENRGZR AA 4S #91BP4   ;48;4;12;$1,35;$64,80;312;;$0,00;
BATTERIES ;39800099099;3980009909;EVEREADY ENRGZR AAA 4'S #92BP4 ;48;4;12;$1,43;$68,64;146;;$0,00;
BATTERIES ;39800014009;3980001400;EVEREADY ENRGZR AAA2'S #92BP2  ;48;4;12;$0,78;$37,44;242;;$0,00;
BATTERIES ;39800011367;3980001136;EVEREADY ENRGZR C 2'S #93BP2   ;48;8;6;$1,74;$83,52;131;;$0,00;
BATTERIES ;39800039767;3980003976;EVEREADY ENRGZR C 4'S #93BP4   ;12;1;12;$3,67;$44,04;279;;$0,00;
BATTERIES ;39800011398;3980006225;EVEREADY ENRGZR D 2'S #95BP2   ;12;1;12;$2,08;$24,96;795;;$0,00;
BATTERIES ;39800039774;3980003977;EVEREADY ENRGZR D 4'S 95BP4    ;12;1;12;$4,38;$52,56;303;;$0,00;
BATTERIES ;39800107978;3980010797;EVEREADY ENRGZR MAX AA 8PK     ;48;8;6;$3,21;$154,08;159;;$0,00;
BATTERIES ;39800108050;3980010805;EVEREADY ENRGZR MAX AAA 8PK    ;48;8;6;$3,36;$161,28;145;;$0,00;
BATTERIES ;39800107350;3980010735;EVEREADY FLASHLT WTRPRF LANTRN ;6;1;6;$4,69;$28,14;15;;$0,00;
BATTERIES ;39800059390;3980005939;EVEREADY HVY DTY 9V  CASE/18 PC;18;1;18;$0,78;$14,04;61;;$0,00;
BATTERIES ;39800040008;3980005912;EVEREADY HVY DTY AA 4S  1215 SW;24;1;24;$0,93;$22,32;156;;$0,00;
BATTERIES ;39800040015;3980005907;EVEREADY HVY DTY AAA 4'S-1212SW;24;1;24;$0,96;$23,04;371;;$0,00;
BATTERIES ;39800059154;3980005915;EVEREADY HVY DTY C 2S 1235 SW  ;12;1;12;$0,72;$8,64;362;;$0,00;
BATTERIES ;39800059352;3980005935;EVEREADY HVY DTY D 2S 1250 SW  ;12;1;12;$0,68;$8,16;354;;$0,00;
BATTERIES ;39800113429;3980011342;EVEREADY LED F/LIGHT EVVL21S   ;6;1;6;$3,65;$21,90;72;;$0,00;
BATTERIES ;39800120946;3980012094;EVEREADY LED FLASHLGHT 1-D TRAY;12;1;12;$1,38;$16,56;122;;$0,00;
BATTERIES ;39800120830;3980012083;EVEREADY LED FLASHLIGH 2PK     ;12;1;12;$3,17;$38,04;20;;$0,00;
BATTERIES ;39800113443;3980011344;EVEREADY LED FLASHLIGHT 2D     ;6;1;6;$5,07;$30,42;47;;$0,00;
BATTERIES ;39800121059;3980012106;EVEREADY LED FLASHLIGHT TRAY   ;12;1;12;$1,75;$21,00;13;;$0,00;
BATTERIES ;39800079305;3980007930;EVEREADY ULT LITHIUM AAA 2 PK  ;24;4;6;$3,14;$75,36;24;;$0,00;
BATTERIES ;39800085139;3980008513;EVEREADY W/C # ECR2450 BP      ;72;12;6;$1,25;$90,00;10;;$0,00;
BATTERIES ;39800109590;3980010959;EVEREADY#357BPZ 1.5V WATCH 6 PK;72;12;6;$0,88;$63,36;25;;$0,00;
BLADES & RAZORS;70330713970;7033071397;BIC COMFORT 3 ADV DISP 4CT     ;72;12;6;$4,07;$293,04;1;;$0,00;
BLADES & RAZORS;70330713963;7033097727;BIC COMFORT SNGL 1PK WOMEN SENS;36;1;36;$0,67;$24,12;2;;$0,00;
BLADES & RAZORS;70330707795;7033070779;BIC COMFORT TWIN SENS MENS 10PK;36;6;6;$4,91;$176,76;23;;$0,00;
BLADES & RAZORS;70330724549;7033072454;BIC FLEX-3 MENS 4PK            ;72;12;6;$5,37;$386,64;8;;$0,00;
BLADES & RAZORS;70330722590;7033072259;BIC FLEX-4 BLADE DISP 3PK      ;72;12;6;$5,50;$396,00;16;;$0,00;
BLADES & RAZORS;70330722620;7033072262;BIC HYBRID 1 HNDL 6 BLADE SYSTM;72;12;6;$5,46;$393,12;11;;$0,00;
BLADES & RAZORS;70330726550;7033072655;BIC HYBRID 1 HNDL ADVANCED 4 1P;72;12;6;$5,78;$416,16;12;;$0,00;
BLADES & RAZORS;70330724556;7033072455;BIC SIMPLY SOLEIL 4PK PINK     ;72;6;12;$3,98;$286,56;23;;$0,00;
BLADES & RAZORS;70330716506;7033071650;BIC SOLEIL 4PK CART REFILL  QQ ;72;6;12;$2,39;$172,08;42;;$0,00;
BLADES & RAZORS;70330714175;7033071417;BIC SOLEIL TWILIGHT 4PACK      ;72;12;6;$5,07;$365,04;1;;$0,00;
BLADES & RAZORS;70330703704;7033070370;BIC TWIN SELECT 3 CT SENS      ;72;6;12;$0,84;$60,48;52;;$0,00;
BLADES & RAZORS;69055862681;6905586268;BRAUN CRUZER FACE 5 SHAVE/TRIM ;2;1;2;$38,66;$77,32;3;;$0,00;
BLADES & RAZORS;24500462076;2450046207;BUMP FIGHTER DISP RAZOR 4'S    ;72;6;12;$2,02;$145,44;126;;$0,00;
BLADES & RAZORS;24500460904;2450046221;BUMP FIGHTER RAZOR/CARTRIDGE   ;12;4;3;$2,80;$33,60;512;;$0,00;
BLADES & RAZORS;24500080126;2450008014;GEM BLUE STAR SE 10'S          ;144;12;12;$1,94;$279,36;6;;$0,00;
BLADES & RAZORS;24500022119;2450002213;GEM STAINLESS STEEL S/E 10'S   ;144;12;12;$2,44;$351,36;25;;$0,00;
BLADES & RAZORS;47400649156;4740064915;GILL BODY RAZOR 2CT            ;24;4;6;$6,68;$160,32;14;;$0,00;
BLADES & RAZORS;47400115668;4740011566;GILL CSTM #1566 PLUS  10'S     ;72;6;12;$6,15;$442,80;39;;$0,00;
BLADES & RAZORS;47400115798;4740011579;GILL CSTM #1579 PLUS PIVT 10S  ;72;6;12;$5,67;$408,24;94;;$0,00;
BLADES & RAZORS;47400053816;4740005381;GILL CSTM PLUS 3 SENS DISP 4CT ;12;2;6;$4,38;$52,56;334;;$0,00;
BLADES & RAZORS;47400053830;4740005383;GILL CSTM PLUS 3 SOOTH DISP 4CT;12;2;6;$4,52;$54,24;334;;$0,00;
BLADES & RAZORS;47400025073;4740002507;GILL DAISY 2CT                 ;36;6;6;$1,42;$51,12;358;;$0,00;
BLADES & RAZORS;47400156579;4740035657;GILL FUSION # 5657 CART 4'S    ;48;4;12;$11,69;$561,12;327;;$0,00;
BLADES & RAZORS;47400156593;4740035659;GILL FUSION #5659  CART 8'S    ;36;6;6;$21,67;$780,12;59;;$0,00;
BLADES & RAZORS;47400302860;4740030286;GILL FUSION PRO BLADE 4 CT     ;48;4;12;$14,06;$674,88;86;;$0,00;
BLADES & RAZORS;47400302877;4740030287;GILL FUSION PRO BLADES 8 CT    ;36;6;6;$23,43;$843,48;110;;$0,00;
BLADES & RAZORS;47400650404;4740065040;GILL FUSION PRO GLDE FLX PWR 1C;36;6;6;$10,82;$389,52;50;;$0,00;
BLADES & RAZORS;47400302549;4740030254;GILL FUSION PRO PWR 8 CT       ;36;6;6;$26,47;$952,92;24;;$0,00;
BLADES & RAZORS;47400302532;4740030253;GILL FUSION PRO PWR BLADES 4CT ;48;4;12;$15,32;$735,36;44;;$0,00;
BLADES & RAZORS;47400156876;4740035687;GILL FUSION PWR RZ REF 4CT#5687;48;4;12;$13,47;$646,56;84;;$0,00;
BLADES & RAZORS;47400156852;4740065482;GILL FUSION PWR RZR # 5685     ;36;9;4;$8,67;$312,12;4;;$0,00;
BLADES & RAZORS;47400156883;4740035688;GILL FUSION PWR RZR 8 CT #5688 ;36;6;6;$24,43;$879,48;34;;$0,00;
BLADES & RAZORS;47400156555;4740015655;GILL FUSION RAZOR              ;36;6;6;$8,33;$299,88;109;;$0,00;
BLADES & RAZORS;47400110588;4740011058;GILL GOOD NEWS #1058 RZR 3 CT  ;72;6;12;$2,18;$156,96;129;;$0,00;
BLADES & RAZORS;47400120402;4740032040;GILL GOOD NEWS #2040 PLUS 5'S  ;36;6;6;$3,04;$109,44;162;;$0,00;
BLADES & RAZORS;47400125988;4740012598;GILL GOOD NEWS #2598 RZR 12'S  ;72;6;12;$5,56;$400,32;39;;$0,00;
BLADES & RAZORS;47400126022;4740012602;GILL GOOD NEWS #2602 PLUS 12'S ;72;6;12;$5,83;$419,76;59;;$0,00;
BLADES & RAZORS;47400126220;4740012622;GILL GOOD NEWS #2622 PIVPLS12'S;72;6;12;$5,97;$429,84;39;;$0,00;
BLADES & RAZORS;47400110366;4740011036;GILL GOOD NEWS SENSOR 2 5CT    ;72;6;12;$2,98;$214,56;81;;$0,00;
BLADES & RAZORS;47400185593;4740048559;GILL MACH 3 #8558 12'S REFILL  ;36;6;6;$23,43;$843,48;13;;$0,00;
BLADES & RAZORS;47400044722;4740004472;GILL MACH3 #4472 DISP 3CT SMTH ;12;2;6;$6,96;$83,52;206;;$0,00;
BLADES & RAZORS;47400044746;4740004474;GILL MACH3 #4474 DISP 3CT SENS ;12;2;6;$7,25;$87,00;206;;$0,00;
BLADES & RAZORS;47400073715;4740007371;GILL MACH3 #7371  5 CT         ;48;4;12;$10,25;$492,00;123;;$0,00;
BLADES & RAZORS;47400179752;4740037975;GILL MACH3 #7975 CART 8'S      ;36;6;6;$17,01;$612,36;134;;$0,00;
BLADES & RAZORS;47400648517;4740064851;GILL MACH3 1UP RAZOR    1CT    ;36;6;6;$5,27;$189,72;132;;$0,00;
BLADES & RAZORS;47400074002;4740007400;GILL MACH3 TURBO #7400 5 CT    ;48;4;12;$12,32;$591,36;69;;$0,00;
BLADES & RAZORS;47400196971;4740039697;GILL MACH3 TURBO 8 CT          ;36;6;6;$19,04;$685,44;26;;$0,00;
BLADES & RAZORS;47400115057;4740031505;GILL SENSOR #1505 10'S         ;36;6;6;$16,04;$577,44;31;;$0,00;
BLADES & RAZORS;47400115309;4740011530;GILL SENSOR #1530 EXCEL 5S WM Q;72;6;12;$8,20;$590,40;25;;$0,00;
BLADES & RAZORS;47400115446;4740011544;GILL SENSOR #1544 EXCEL  5'S   ;72;6;12;$8,78;$632,16;25;;$0,00;
BLADES & RAZORS;47400115484;4740031548;GILL SENSOR #1548 EXCEL 10'S   ;36;6;6;$13,56;$488,16;51;;$0,00;
BLADES & RAZORS;47400120464;4740012046;GILL SENSOR 2 #2046 G/NEWS 5S  ;72;6;12;$3,16;$227,52;34;;$0,00;
BLADES & RAZORS;47400110151;4740011015;GILL SENSOR 3 DISP 4 CT  BLUE  ;12;2;6;$5,73;$68,76;504;;$0,00;
BLADES & RAZORS;47400141292;4740034129;GILL VENUS #4129 CART 4'S      ;48;4;12;$7,80;$374,40;150;;$0,00;
BLADES & RAZORS;47400141308;4740034130;GILL VENUS #4130 CART 8'S      ;36;6;6;$14,64;$527,04;7;;$0,00;
BLADES & RAZORS;47400098961;4740009896;GILL VENUS #9896 EMBRACE RAZOR ;36;6;6;$8,78;$316,08;84;;$0,00;
BLADES & RAZORS;47400098978;4740065589;GILL VENUS #9897 EMBRACE 4 CT  ;48;4;12;$12,78;$613,44;98;;$0,00;
BLADES & RAZORS;47400122680;4740032268;GILL VENUS DIVINE #2268 RAZOR  ;36;6;6;$7,03;$253,08;27;;$0,00;
BLADES & RAZORS;47400122703;4740032270;GILL VENUS DIVINE #2270 4CT    ;48;4;12;$10,08;$483,84;33;;$0,00;
BLADES & RAZORS;47400503922;4740050392;GILL VENUS PRO-SKIN MOIST 4CT  ;48;4;12;$11,72;$562,56;29;;$0,00;
BLADES & RAZORS;47400315358;4740031535;GILL VENUS SIMPLY 4CT DISP PINK;8;1;8;$4,99;$39,92;477;;$0,00;
BLADES & RAZORS;47400313910;4740031391;GILL VENUS TROPICAL DISP 3CT   ;8;1;8;$6,88;$55,04;309;;$0,00;
BLADES & RAZORS;841058015017;84105801534;SCHICK HYDRO 5 4CT REFILL      ;72;6;12;$12,66;$911,52;2;;$0,00;
BLADES & RAZORS;841058040866;84105804086;SCHICK INTUIT PURE NOURISH RAZR;16;4;4;$8,78;$140,48;66;;$0,00;
BLADES & RAZORS;841058040675;84105804067;SCHICK INTUITION NAT RAZOR 1PK ;16;4;4;$8,94;$143,04;11;;$0,00;
BLADES & RAZORS;841058037019;84105803753;SCHICK QUATTRO RAZOR RFL 4CT   ;72;6;12;$7,03;$506,16;30;;$0,00;
BLADES & RAZORS;841058037170;84105805037;SCHICK QUATTRO RAZOR WOMENS    ;12;4;3;$6,55;$78,60;213;;$0,00;
BLADES & RAZORS;841058082101;84105808238;SCHICK QUATTRO TITAN RFL 4S    ;72;6;12;$9,27;$667,44;26;;$0,00;
BLADES & RAZORS;841058025078;84105802507;SCHICK SLIMTWIN SENS 12'S #2507;36;6;6;$4,91;$176,76;120;;$0,00;
BLADES & RAZORS;841058025085;84105802508;SCHICK SLIMTWIN WOMEN 12'S#2508;36;6;6;$4,50;$162,00;2;;$0,00;
BLADES & RAZORS;841058025016;84105802501;SCHICK SLIMTWN WMN 2S SENS#2501;36;1;36;$0,73;$26,28;8;;$0,00;
BLADES & RAZORS;24500040717;2450004073;TREET S/E 10'S                 ;144;12;12;$1,46;$210,24;8;;$0,00;
BLADES & RAZORS;24500041011;2450004103;TREET S/E 5'S 24/DL            ;576;24;24;$1,08;$622,08;24;;$0,00;
BLADES & RAZORS;74809903008;7480990300;WLKSN XCN CHROME BLD 5'S 60CSPK;60;3;20;$0,82;$49,20;416;;$0,00;
BODY SPRAY;26169076847;13983;BODY FNTSY B/S RASPBERRY 8 OZ  ;24;4;6;$2,34;$56,16;71;;$0,00;
BODY SPRAY;26169020123;2616902012;BODY HEAT COL SPRAY 1.4 OZ     ;12;4;3;$6,24;$74,88;107;;$0,00;
BODY SPRAY;79639740014;7963974001;BRITISH STERLING A/SHAVE 3.8 OZ;6;1;6;$7,46;$44,76;204;;$0,00;
BODY SPRAY;46447555147;4644755514;CANOE EDT SPLASH 4 OZ          ;6;1;6;$13,40;$80,40;199;;$0,00;
BODY SPRAY;796050121108;79605012110;CHANTILLY EDT SPRAY  2OZ       ;6;1;6;$13,17;$79,02;16;;$0,00;
BODY SPRAY;796050141106;79605014110;CHANTILLY EDT SPRAY 1 OZ       ;6;1;6;$8,63;$51,78;30;;$0,00;
BODY SPRAY;79639326379;7963932637;LOVES BABY SOFT 1.5OZ BDY MIST ;6;1;6;$6,46;$38,76;90;;$0,00;
BODY SPRAY;26169001726;2616900172;STRAWBERRY & CHAMPAGNE B/S 7.35;24;4;6;$2,68;$64,32;39;;$0,00;
BODY SPRAY;46447076147;4644707614;TABU SPRAY COLOGNE 2.3 OZ      ;6;1;6;$8,32;$49,92;114;;$0,00;
CANDY     ;73390002015;7339061011;AIRHEADS CHERRY .55OZ          ;432;12;36;$0,13;$56,16;65;;$0,00;
